Unnamed: 0,Name,Date,Review,Sentiment
1024,Николай,2022-02-18,"если сейчас сдача, то может не успевают все быстро переделать. Но самолет ответственная компания, точно все вам сделает)",positive
1025,Елена,2021-06-04,"На чердаке высотки Советский проспект д.41, корпус 1 живут голуби, в ванной комнате через вентиляцию слышно как птицы воркуют. Жильцы дома дышат через ветиляцию птичьим духом... Проконсультируйтесь у инфекциониста, какими заболеваниями болеют птицы и чем заражают окружающих. Вам плевать на жильцов домов, но вы обеспечьте чистоту чердаков новостроек и чтобы там не устраивали голубятни.",neutral
1026,Инна,2021-06-08,"Когда у нас были какие то неурядицы в подъезде или во дворе, мы писали в УК и нам все спокойно устраняли в течение 3-4 дней, вы обращались? Что говорят?",negative
1027,Мария,2021-04-09,"Задерживают сдачу на пол года! Сроки выдачи ключей не сообщаются, говорят ждите и бросают трубку! Хамское отношение к клиентам! Кошмарная организация! Никому не советую с ними связываться!
Недостатки: Очень серьезные задержки с заселением! На данный момент уже почти на 7 месяцев и это не предел! Хамят по телефону, бросают трубки в отделе заселения, даты сдачи не называют, отклоняют запросы на предварительный просмотр!
Читать полностью",negative
1028,Иван,2021-04-12,"Странно читать такие отзывы про самолет, у нас была тоже не большая задержка, но сотрудники были на связи. Долго ждать не пришлось, может как то на вашу сдачу повлияла обстановка с пандемией. Не слышали чтоб самолет задерживал вообще",negative
1029,Екатерина,2021-03-30,"Никогда не сдают квартиры в установленные договором сроки, отдел заселения отвечает строго по скрипту!",negative
1030,Игорь,2021-03-31,"Что значит никогда? Вы делаете такие выводы на примере единственного ЖК, не учитывая пандемию, проволочки с документами. Брали сами у них для себя и родителям вторичку на новострой меняли, все в срок и качественно",negative
1031,Ирина,2021-03-11,"Это кошмар!!! Ужасно задерживают расселение Остафьево на пол года!!! И при этом сваливают все на проверяющие компании, когда заселят никто ответить не может!
Достоинства: Что когда то они все таки сдадут квартиру
Ждёшь у моря погоды уже пол года, ответить про расселение ни кто не может, безобразие!
Читать полностью",negative
1032,Илья,2021-03-15,"Сами ждем ключи, радует что сдача вот вот начнется. Самолет застройщик надежный, не было таких задержек у него по другим жк, так что скорее всего не в них",negative
1033,Кирилл,2020-04-30,"На днях ездили в офис на их объект. Поговорили, приценились. На сегодняшний день это лучшее предложение, вот объективно! Дом у метро, по прописке Москва, хорошая отделка. Альтернативные варианты у других компаний на уровень дороже.",positive
1034,Даша,2020-06-25,"Это наверное вы говорите о квартале Некрасовка, вроде у них в Москве и с метро больше ничего нет. Рассматриваем сейчас вариант покупки тут, цены реально чуть ниже чем по соседним ЖК и все есть. Нравятся планировки очень. Один момент смущает - вроде как эта ветка метро довольно таки загруженная.",neutral
1035,Светлана,2019-10-30,"Отвратительная контора. С таким сталкиваемся впервые. Приехали на приёмку квартиры в ЖК «Спутник» (который рядом с Правительством Московской области). Срок сдачи просрочили на 3 месяца. В квартире оторваны батареи, туалет с разбитой плиткой валяется по середине ванной комнаты, экран ванной разбит, стены жутко кривые по всей квартире, обои оторваны местами, напольная плитка уложена очень криво (с перепадами в высоту более сантиметра) и т.д. Отказались от подписания акта приема-передачи квартиры, прописали все недочеты. Представитель компании обещал исправить все в течение 45 дней. А сегодня, перед 45 днями, приходит по почте односторонний акт приемки квартиры. По телефону Отдел заселения объяснять ничего не хочет, бросают трубки. Очень противно от таких вещей. Не связывайтесь с «самолёт девелопмент». Лучше найти нормальную, серьезную контору и не трепать себе нервы. Прикладываю фото туалета, который мы сами кое как поставили на место.
Была приятная цена на старте продаж
Очень много
Читать полностью",negative
1036,Артем,2019-11-01,"Жесть конечно ((( Сочувствую вам. У нас вообще минимальные косяки по ремонту были, и получили практически в срок....",negative
1037,Леся,2025-01-22,"Переехали в жк Томилино парк год назад. Что хочу сказать, девелопер нас не подвел, ключи получили в сроки, указанные в договоре. Нравится и сама квартира, и красочные яркие дома, и благоустроенная территория внутри комплекса. Много места, есть площадки, стадионы. Для взрослых открыты фитнес клубы, салоны красоты и тд.",positive
1038,Раиса Бурлуцкая,2025-01-14,"Мне нравится, что здесь Черное озеро находится рядом с домом, вообще прикольно, когда рядом такая природа! Кстати, есть еще тут и Салтыковский лесопарк. А вот метро здесь далековато, но я не часто езжу в офис, поэтому мне не критично.",positive
1039,Валентина Апасова,2024-11-24,"По мне так хорошо обустроенное место для жизни. Люблю наш микрорайон, хотя он уже давно не микро стал. Зато открыли большее разнообразие коммерции. Достроили поликлинику, можно теперь не ездить далеко, чтобы взять справку или посетить врача. Потихоньку налаживаю обстановку с транспортом, становится больше рейсов",negative
1040,Вероника,2024-09-22,"Гк Самолёт ужасная компания! Никогда ничего не покупайте! Ничего не делают-всё ответственность жильцов!
Достоинства: Нет
Недостатки: Во всём
Читать полностью",negative
1041,khamlova.rita,2024-05-27,"Прикольный жилой комплекс этот Мытищи парк. Тут еще строится какой-то корпус. Но мы уже второй год здесь живем, поэтому к стройке привыкли. Здесь неплохое окружение, можно доехать погулять в лесопарковой зоне. Ну и до Москвы можно быстро добраться. Главное это делать не в час пик, то можно и в пробках постоять.",positive
1042,Евгиенко Наташа,2024-02-14,"На днях приобрела квартиру в жилом комплексе квартал Ивакино, его строит отличная компания, на рынке она давно. Жк находится в 12 км от МКАД, если на машине, то ехать не более 15 минут. Но если в пробку буду попадать, то будет чуть подольше получаться. Перееду - проверю)",positive
1043,Ольга А.,2024-01-22,"Решила, что мне нужна квартира поближе к Москве. Нашла жк Заречье парк у Самолета. Здесь хоть и немного магазинов и не сильно развита инфраструктура, но зато до метро можно доехать за 10 минут. А если получится машину заиметь, то до центра вообще за пол часа можно будет доезжать.",neutral
1044,Elka,2023-11-02,"Легче с космосом связаться, чем дозвониться до специалиста! Заказываю звонок 3 дня- реакции ноль! Звоню сама- футболки, переключают, но так и не могут соединить с отделом переуступки! Облизывать при продаже, а далее про вас забыли и не хотят больше слышать ! Хамло, лучший застройщик!
Недостатки: Никакой поддержки, насоздавали отделов, как в госструктуре
Читать полностью",negative
1045,Дина,2023-10-07,"Самолёт отвратительный застройщик!С мая ждём заселения, там рабочих даже нет,на сегодня на этапе шпаклёвки!!Звоним в отдел заселения, говорят : ждите,15 сентября будут ключи,бессовестные!!Никому не советую приобретать там жильё!!Ремонт говорят ужасный,как говорят те,кто покупал. Ужас!!!!
Достоинства: Никаких!
Задерживают выдачу ключей,а пишут письмо: дом готов к заселению!Представляете??? Аферисты и мошенники!!
Читать полностью",negative
1046,ЕленаУвольняйся,2023-09-19,"Слово ""непрофессионализм"" даже близко не описывает Самолет и конкретно Елену Колосову. Есть положительный опыт работы с риэлторами и есть, с чем сравнить. Тут - кромешный мрак. Мало того, что вас обманом заставят подписать договор и выманят огромные деньги, так еще и делать не будут ВООБЩЕ НИЧЕГО. Разбирайтесь со всем сами. И ладно бы она была просто ничего не понимающей в своей работе, она еще и дикая хабалка, которая хамит и орет на вас за то, что вы посмели у нее уточнить то, что она и так должна была вам рассказать! У нас она просто-напросто сорвала сделку. Каждый раз называла разные суммы, при каждом общении она хотела все больше денег. Когда говоришь ей - вы ведь называли совсем другую сумму! Она начинает истерично орать "" А Вы что, бесплатно все хотите??"". Зато когда рядом ее начальник, она ему в глаза заглядывает, мурлычет, что она все-все объяснила, а покупатели вот такие плохие, обижают ее. Когда он выходит из кабинета, она шипит - ""не нравится, значит идите ищите дешевле!!"" Слов нет. Именно из-за таких людей все и ненавидят риэлторов! P.S. Слава Богу, нашли нормального и грамотного риэлтора. Комиссия намного меньше, зато приятно общаться, все документы проверены, продавец найден, мы всегда знаем, сколько и в какой момент нам кому платить. И все это без хамства и истерик, представляете? P.S.S. В ПИКе никаких проблем со сдачей нет, все вовремя, ключи на руках даже раньше, чем было обещано. А Самолет так и сидит в своей ж
отсутствуют
Читать полностью",negative
1047,Наталья,2023-06-09,"Самолёт!!!!!!! Когда отдадите мне ключи, сколько можно тянуть, почему вырублены телефоны?????? Вы что ? Ждёте пока в прокуратуру напишу заявление?
Достоинства: Их нет!
Недостатки: Сплошные недостатки! Хуже компании я не встречала!
Читать полностью",negative
1048,Николай,2023-05-15,"Застройщик вводит в заблуждение обещая одни сроки сдачи а сам их переносит, конкретно жк Люберцы. Застройщик обещает облагородить территорию на сегодняшний день работы не начаты Застройщик врет про транспортную доступность.",neutral
1049,Пати,2023-03-01,"Отвратительное отношение сотрудников ук к жителям. Уже месяц не вносят номера новых счетчиков воды в лк. Навязывают услугу замены через афилированного партнёра за бешеные деньги, якобы перекрывают весь стояк. На самом деле-краник повернуть разок. Заплатила по 1900 за установку каждого счётчика!!! Мастер сказал, что сам передаст акт в ук. А ук наплевать на свою работу, включили дурака, и шлангом прикидываются, сто звонков, потраченные нервы и время, до сих пор не изменили номера, показания воды передать через их долбануты й ЛК невозможно
Читать полностью",negative
1050,Наталья,2023-02-28,"Оставила заявку на вызов мастера ( кран починить) мне перезвонили причем несколько раз выяснили когда я дома буду, но мастер так и не пришел. в 15.45 сама позвонила мастеру , выяснила, что кранов нет (руководство за ними поехало- куда - история умалчивает. ) Причем утром при разговоре с техником я сказала, что уплачу за краны и т.д ( мне было сказано, что все бесплатно. Мне не надо бесплатно в таком форате, мне надо чтоб было качественно и аккуратно) В 1550позвонила в УК выяснить, когда я смогу мастера дождаться ( как манны небесной, наверное ), оставили коментарий для руководства и все... на этом все затихло . Наверное мастеров от "" Самолета"" надо три года ждать
уже не замечаю
наплевательское отношение
Читать полностью",negative
1051,Воадимир,2023-02-25,"Ни менеджеры , а уж тем более ипотечный персонал, никто свою работу нормально не выполняет, обсирает только историю в банках людям и хотят сорвать только деньги с людей, кормят только обещаниями
Достоинства: Их просто нет
Все один большой недостаток
Читать полностью",negative
1052,Игорь,2023-02-03,"Заехал в ""живи в Рыбацком"" качество квартир ниже плинтуса, даже пробивает дно, звуко изоляции нету от слова совсем думаю застройщики и строители глухие, по этому так и делают свои дома, соседей слышно, что сверху, что снизу, не выполняют госты окон когда начиная с 16эго этажа окна должны быть толщиной 6см, а в их домах что на первом этаже что на 27ом будт одинаковой толщины окна 4см, в общем не советую иметь дело с Самолетом
Рядом с метро
0.5 из 10
Читать полностью",negative
1053,Владимир,2023-01-11,"Купил квартиру а ЖК Большое Путилково. 7 месяцев застройщик не может устранить замечания. Квартира не передана. Застройщик отмалчивается. Приветливы и отзывчивы только при получении денег.
Достоинства: Нет
Застройщик очень разочаровал. Не рекомендую покупать у них каартиры.
Читать полностью",negative
1054,Татьяна,2023-01-10,"Не покупайте кухню от ГК Самолёт
Достоинства: Нрт
Недостатки: Много бардака я встречала в наших кампаниях, но такого бардака как ГК Самолёт не видела. То что задержками по стдаче квартир ни кого не удивишь это всем известный факт. Но так убить отличную идею продавать квартиру с готовой кухней. Это надо постараться и у Самолёта это получилось. Подписав акт приемки передачи, на следующий день выясняется, что на кухне, укомплектованной бытовой техникой не работает холодильник. Я звоню в Самолёт, объясняю ситуацию, мне дают номер телефона единого УК и сообщают, там все решат. Звоню, оставляю заявку, получаю ответ оператора, что заявка зарегистрирована, ждите звонка в течение 6 дней. Спустя четыре дня снова звоню, оператор сообщает, что поставила статус срочно. Проходит ещё 4 дня никакого звонка не поступало. Иду в отдел продаж, там менеджеры пожимают плечами, не знают, куда обращаться, отправляют в отдел заселения, там опять отправляют в единый УК. Круг замкнулся. Звоню повторно а единый УК, а там моих заявок и статусов нет. Конечно кто-то скажет надо звонить в сервисную службу. Звонила, там запросили заполненный гарантийный талон и чек на приобретение. Гарантийный талон, мне при приемке не заполнили, т.к. у менеджера не было на это полномочий. Мой совет сто раз подумайте, если будете покупать технику у ГК Самолет
Читать полностью",negative
1055,Эдгар,2022-11-29,"Очень негативный застройщик Нет смысла связываться с самолетом! Залог не возвращают Менеджер на связь не выходит и игнорирует покупателя Цены растут как грибы Из за больших амбиций самолета!!!
Достоинства: Красивая реклама
Сплошное вранье 0.01% 0.1% и прочая лапша
Читать полностью",negative
1056,Влада,2022-11-23,"Отвратительный застройщик. Если вы хотите жить 30 лет без парковки и в постоянных ремонтах дороги , в грязи и пыли, то это точно Ваш вариант Парковка даже если и есть открытая , то постоянно перекрыта шлагбаумом, чтобы люди платили видимо за платную, даже дорогу сняли
Достоинства: Не нашла
Отвратительный застройщик. Если вы хотите жить 30 лет без парковки и в постоянных ремонтах дороги , в грязи и пыли, то это точно Ваш вариант Парковка даже если и есть открытая , то постоянно перекрыта шлагбаумом, чтобы люди платили видимо за платную, даже дорогу сняли
Читать полностью",negative
1057,НАЗГУЛЬ,2022-10-23,"ЖК ОСТАФЬЕВО
Достоинства: не покупайте квартиры в ЖК ОСТАФЬЕВО
Недостатки: стены очень тонкие..у наших квартира ПЛЕСЕНЬ И ГРИБОК..СЕЙЧАС НА УЛИЦУ НЕ МИНКС..КОГДА МИНУС БУДЕТ ХУЖЕ БУДЕТ..НЕ КАКОЙ РЕАКЦИИ НЕТ ..23-СЕНТЯБРЬЯ ОБРАЩЕНИЕ ОСТАВИЛА..СЕГОДНЯ 23-ОКТЯБРЬ
Читать полностью",negative
1058,Олеся,2022-09-21,Не вернули деньги за бронь.,negative
1059,Елена,2022-09-22,"У нас в договоре прописано, что бронь не возвратная. Мне кажется это правильным, ведь за то время что мы определялись, кто то мог купить ту квартиру от которой мы отказались, а значит компания бы понесла убытки. Это как компенсация.",negative
1060,Олеся,2022-09-21,"Покупали весной студию. Забронировали несколько(так нам предложила менеджер, тк переброни нет) гарантировали вернуть в течении месяца деньги за бронь не пригодившихся квартир. В результате полгода не можем выбить наши деньги. А менеджер прислала смс что номер больше не обслуживается. В коолцентре обещают что с нами срочно скоро свяжутся но ни разу не перезвонили. Шаражкина контора. Аферисты
Нет
Вся контора
Читать полностью",negative
1061,Ольга,2022-07-26,"Оформляю сейчас договор ДДУ с застройщиком Самолет - Пригород Лесное Менеджер со стороны застройщика ужасный, много слов, мало дела, постоянные комментарии, рассказы, ответы на раскрытие информации в договоре при возникновении вопросов практически отсутствует, постоянно перебивает, отпускает не совершенно не объяснимые комментарии. Не рекомендую даже связывается, если оформляется с отделкой
НИКАКИХ
СПЛОШНЫЕ
Читать полностью",negative
1062,Анна,2022-08-01,А что не сменили менеджера? Он же там не один.,negative
1063,Дарья,2022-07-19,"Очень, очень разочарована в застройщика. Купили квартиру в жк Остафьево. Должна была начаться выдача ключей в феврале. То есть нам говорили в январе начнут к февралю 100% выдадут. Но ни тут то было. Уже скоро август на носу, а в квартире только бетон. Должна быть ч ремонтом. И сейчас застройщика себя ведет так как будто хочет чтоб народ принял квартиры в том состоянии в каком они есть. Без компенсации на ремонт и тд. При чем должны подписать бумагу из-за которой не сможешь высушить у застройщика за то, что ремонта нет. Короче обманывают как могут. А мараторий им очень помог.
раньше считала, что их много. Сейчас даже шикарная детская площадка не радует...
обман, сплошной обман.
Читать полностью",negative
1064,Игорь Морозов,2022-07-25,"Это же не застройщик законы принимает. Да и в такой ситуации в мире и стране, лично я был бы рад, что мне вообще сдали квартиру, а не оставили долгостроем. Понятно, что все это неприятно, сейчас многие в таком положении.",negative
1065,Елена,2022-06-15,"Ужасный застройщик, со сроками обманывает. 65 корпус ЖК Люберцы по ДДУ сдача в марте 2023, а на сайте уже январь 2024. На сколько еще от этого задержат, неизвестно. Очень вышколены отделы продаж, оближут, покажут, на такси отправят. Как только вы переводите деньги, никто уже с вами разговаривать не будет. В поддержке отвечают как попугаи, никто не перезванивает, ответы ни на какие вопросы не получить. Обманывают с инфраструктурой. На рендерах дороги, парковки. По факту ничего такого. Очереди на выезд из ЖК. В ДДУ включают пункты, крайне невыгодные дольщикам, но выгодные застройщику. Баланс интересов не соблюдается. Это касается передачи квартиры с недостатками, переуступки долга по несоблюдению сроков ДДУ и т.п. Оценки в отзывах накручивает. Содержит команды влияния на форумах дольщиков в соц.сетях. На данном сайте из 380 отзывов 208 пятерок, но комментарии в основном отрицательные. Дома низкого качества, разводка отопления вертикальная, как в хрущевках, по стенам идут трещины, слышимость хуже чем в хрущевках. Дворы проектируют наркоманы, которые сами не ходят по улицам. Тупиковые тротуары, но отсутствие нужных тропинок. Квартиры проектируют наркоманы, неудобные планировки. Выжимают деньги из каждого клочка земли, узкие разъезды во дворах, сложно парковать авто, парковок не хватает.
Дешево, до покупки привлекательно
Обманы на каждой стадии после покупки. Трудно отстаивать права при приемке квартиры. Сроки нарушаются. Дома низкого качества, разводка отопления вертикальная, как в хрущевках, по стенам идут трещины, слышимость хуже чем в хрущевках. Дворы проектируют наркоманы, которые сами не ходят по улицам. Квартиры проектируют наркоманы, неудобные планировки. Выжимают деньги из каждого клочка земли, узкие разъезды во дворах, сложно парковать авто, парковок не хватает.
Читать полностью",negative
1066,Ольга,2022-06-16,"У меня коллега живет в жк самолет, от нее не слышали ни о чем подобном, хотя интересовались, т.к тоже выбирали себе квартиру. Да и врят ли застройщик по срокам обманывает, они наверно и сами не знали, что такое происходить будет, они точно в этом не виноваты, подстраиваются под ситуацию как могут.",negative
1067,Виктор,2022-04-21,Ж.к.Остафьего через дорогу строят цементный завод,neutral
1068,Игорь,2022-04-28,"Подскажите где можно прочесть официальную информацию по этому вопросу, кучу всего пересмотрели и пока не нашли, ни кто же не строит без документов и согласования.",neutral
1069,Александр,2022-03-26,ЛАРИСЕ РЕСПЕКТ!!!,positive
1070,Кристина,2022-01-19,"Никому не рекомендую данного застройщика! Со сдачей квартир большие задержки! Купила квартиру в 2020 году со сроком сдачи октябрь 2023 г. В итоге прошел год, обнаружились какие-то проблемы с проектом, внесли изменения, разослали всем дополнительное соглашение на перенос срока сдачи на год! Ладно, погоревали, повозмущались, допку подписали. Но и тут Самолет себя показал с наихудшей стороны!!!!! По доп. соглашению срок выплаты неустойки - в течение 10 рабочих дней с момента регистрации соглашения в Росреестре. У меня прошел уже месяц с момента регистрации!!!! На все звонки Самолет пожимает плечами и говорит: ""Ждите""... Сплошной лохотрон! Самолет сам устанавливает сроки, условия, и сам же их не выполняет!!!!! Не связывайтесь с ними! Пожалейте свои нервы! Иначе только и будете бегать по судам, чтобы стрясти с них свои же деньги!!!!
Красивый внешний вид домов
Не соблюдение сроков сдачи и выплаты неустойки
Читать полностью",neutral
1071,Елена Р.,2022-01-22,"Что за неустойка если срок сдачи не вышел? Тем более вы доп соглашение подписали. Какая то мутная история у вас, мало верится.",negative
1072,Екатерина,2022-01-10,А кто-нибудь покупал квартиру в Новом Внуково? Есть какая-нибудь информация?,neutral
1073,Вера,2021-12-23,"Ужасная компания, сроки сорваны, просрочка 6месяцев. Директор стройки странный тип Абрамов, слово не держит, лжец. На вопросы не отвечает руководство, обращение с клиентами издевательство просто, с усмешками. Квартиры удерживают, подсовывают допники, не дают подписывать акт с замечаниями. Прежде чем покупать у самолёта подумайте!!!!
Порядок за счёт ук, дворы, площадки, уборка
Обманщики
Читать полностью",negative
1074,Инна,2021-12-27,"Только приняли свою квартирку, вы о каком жк пишите? У нас претензий к самолету нет, а вот с хорошей работой ук соглашусь, убирают быстро и качественно.",neutral
1075,Алексей,2021-11-12,Как управляющая компания работает в ьомилино парк?,neutral
1076,Ольга,2021-09-24,"Недостатки: Хамское отношение, никто ничего не знает, трубки бросают, на связь не выходят, на претензию не отвечают.",negative
1077,Ирина,2021-08-31,"Перенос сроков выдачи ключей
Достоинства: Нет
Недостатки: Очень разочаровал застройщик Самолёт!!! 1. Отдел продаж вешает лапшу на уши, по срокам сдачи…купила квартиру в квартале Некрасовка и мне называли сроки март, апрель, что точно передача ключей будет досрочная)) смело при покупке добавляйте + 6 месяцев к тому что обещает вам офис продаж, это факт! 2. Официально о переносе сроков самолёт не оповестил заранее, офис продаж до последнего дня говорили что все по графику и до 31 августа всех заселят)) в итоге, ключи не выдали и оповестили дольщиков по zoom за день до окончания офиц. сроков. 3. В квартирах живут рабочие из стран снг, курят кальяны!!! Неоднократно собственники ловили их, контроля нет никакого!см.фото 4. Клиентоориентированность и открытость только в момент продажи квартиры, дальше самолёт поворачивается к вам ж..ой! 5. Ах да, перенос сроков для них это незначительное событие… 6. Экскурсия в квартиру недоступна, посмотреть текущее состояние не дают, одна показуха подготовленных квартир!
Читать полностью",negative
1078,Сергей,2021-09-01,"От того что вы тут пишите каждый день ничего не изменится. На стройку никого не пускают, не понятно откуда у вас это фото. Сейчас не то что задержки из за пандемии, многие ЖК стали долгостроями, так что тут еще все даже очень ничего.",negative
1079,Алёна,2021-06-30,"Думаю о покупке квартиры у этого застройщика. Хочу знать условия дду заранее. Кому не сложно, пожалуйста пришлите свой обезличенный договор.",neutral
1080,Яна,2021-07-01,"Доброе утро! Я купила кв в ЖК большое Путилкого. У меня 4 корпус и срок сдачи до 30.06 до последнего дня тянули «до 30 все выдадим» и так и не дали ключи:) хотя было ясно, что не дадут ждут документ «ввод в эксплуатацию». Также я спросила сколько задержки и мне не ответили «ожидайте на днях в лк появиться инф» . Поэтому имейте ввиду :) с дду все в порядке , никаких подводных камней нет.",neutral
1081,Коля,2021-05-23,"Добрый день! Договор ДДУ в Самолете все читали внимательно там не указано высота потолка и номер на плане. , гарантийный срок для объекта. Отвественность застройщика условий ДДУ . Какие у вас были вопросы при заключении ДДУ? И почему они так торопят заключение договора и ДДУ корректировкам не подлежит. Как вы смотрите на это все в ЖК Самолет? Спасибо за ответы.",neutral
1082,Ната,2021-03-04,"Говно контора , развод на бабки",neutral
1083,Ирина,2021-03-11,"Смешно читать такие отзывы. Нормальная компания, нам подобрала квартиру мечты, помогла все оформить, ждем ключи. Сотрудники вежливые, на любой вопрос ответят.",positive
1084,Недовольный,2021-02-06,"Ужасный сервис, договорились на 6, в итоге только в 9 созвонились
Достоинства: Дизайн сайта
Недостатки: АБСОЛЮТНО ВСЁ
Читать полностью",negative
1085,Светлана,2021-02-09,"Брали в Самолете квартиру в Алхимово, менеджеры вежливые, всегда на связи. Не могу такого сказать про застройщика.",negative
1086,Алина,2021-01-04,"Взяла квартиру в ЖК Самолет ""Томилино Парк"" 29мая. Выдача должна была состояться 31 декабря. Но худшие страхи сбылись, никакой смс по заселению не пришло, менеджеры на все вопросы отвечают ""Я не знаю!"". Никакой информации не поступило, заселения нет и не известно когда будет. Застройщик просрочил ДДУ. Есть ли у кого то случаи возмещения компенсации без суда? И вообще возмещают ли что-то?
Пока никаких нет, только лапшу на уши вешают
Непроинформированные сотрудники, нарушение ДДУ.
Читать полностью",negative
1087,Алена,2021-01-12,Сроки по ДДУ еще не вышли. Рано думать о возмещении компенсации. Надеюсь в скором времени выдадут наши заветные ключи.)),negative
1088,Денис,2020-07-16,"В 2018 году оплатил апартаменты в ЖК Спутник. Получил ключи в мае 2020 с опозданием пол-года. Отделка квартиры действительно очень бедная с многочисленными ""косяками"". От шоурума отличается значительно. Оформить в собственность не могу из-за невозможности получения кадастрового номера. Самолет по какой-то причине очень долго регистрирует недвижимость в росреестре, а при этом комунальные услуги уже оплачиваю. Машиноместо оплаченное мной тогда же в 2018 году на деле оказалось не пригодным для меня. Площадка подземной парковке в месте ее нахождения имеет заниженный потолок и ограничивает высоту въезда 185 см. Штатная высота моей машинки 195см (старенький шевроле ТАХО). при продаже естественно об этом не упоминалось. На оставленном мной заявлении о замене никто не отвечает (хотя пока имеются не проданные места). С претензионным отделом операторы соединять отказываются. Обещанные выход к воде и дорожку к переходу через МКАД так и не сделали.
расположение и цена (хотя цена - это спорно, много негатива)
Недружелюбное отношение к покупателям после оплаты.
Читать полностью",neutral
