,Name,Date,Review,Rating,Developer,Site
706,Нина о7 ноября 2015г.,2015-11-07,"В проекте"" Алексеевская Роща""""должна быть построена поликлиника. но как мне известно к ее строительству еще и не приступали,проект должен быть полностью завершен в декабре 2015г.Ответ на этот вопрос ждем от руководства.",3.0,granel,forum_zkh
707,Нина о7 ноября 2015г.,2015-11-07,".Я согласна с предыдущими коментариями о путанице.Вроде солидная организация .То была иформация о досрочной сдачи 14 корпуса Алексеевской Рощи,а потом выяснилось,что перепутали корпуса 14 с15ым,и до сих пор никто из менеджеров и в отделе сопровождения не может ответить на какой стадии находится кор 14.а он должен был сдаваться во втором этапе второй очереди.Уже сдали и третий этап 7,8,9.А про 14 почему-то никто ничего не знает.Это напрягает.",4.0,granel,forum_zkh
708,Алевтина,2015-05-15,"У нас трешка в Государевом Доме. Наш пятый корпус уже практически закончен, идут внутренние работы. Недавно проезжали, картинка вырисовывается впечатляющая. Обещают сдать досрочно. Думаю, когда все сдадут, то ЖК будет вообще шикарный.",4.0,granel,forum_zkh
709,grudachev.mikhail@yandex.ru,2015-03-12,"Главное то, что требуется от застройщика - построить дом быстро и качественно Граннель делает . Что еще нужно? Мы поэтому у них в Королеве купили квартиру в новом ЖК Театральный парк, по беспроцентной рассрочке. Очень удобно по моему если денег не хватает, главное 30 % для первоначального взноса найти.",3.0,granel,forum_zkh
710,Гранель отлично строит и все нормально сдает.,2015-02-04,"А недовольные всегда будут, потому что ждут всего и сразу. Мы въехали в Алексеевскую Рощу еще тогда, когда лифты работали через раз и не было толком ни воды, ни отопления. Но нас никто и не заставлял въезжать туда до тех пор, пока вся коммуникация не наладится. Мы сами сделали такой выбор. А спустя время все заработало, все включили и мы начали жить полноценно. Своей квартирой 2-хкомнатной в 60 с копейками кв.метров очень довольны.",4.0,granel,forum_zkh
711,Алексей,2014-12-31,"Мы когда в офисе Граннеля были, там реальная очередь из покупателей была, люди квартиры покупают, пока не подорожало, мы В королеве хотели купить, так там уже тоже мало что осталось, спасибо менеджерам показали нам все что у них было, выбрали подходящий вариант в ЖК Театральный парк.",3.0,granel,forum_zkh
712,Крылач,2014-12-30,"По отделке квартиры договариваются не с подрядчиком, они отделкой не занимаются, если хочешь квартиру с отделкой, делает ее совсем другая организация. И никакой путаницы с номерами я не помню, я сразу узнал у застройщика, где какой номер секции и подъезда и где моя квартира. Если кто-то из жильцов, решил пронумеровать подъезды, секции, квартиры, исходя из своих соображений, а потом возмущался, что это не совпало с БТИ, то это его проблемы.",3.0,granel,forum_zkh
713,Виктор,2014-09-24,"Гранель не мошенники, они ...... ! ЖК Алексеевская Роща, 4 корпус, 3 раза с начала стройки они не могли определиться, откуда начинать отсчет секций, весь мир ведет отсчет со стороны подъездов слева направо, а эти ........ решили сделать наоборот! Самое смешное что весь первый этаж нежилых помещений идет правильно слева направо, а начиная со второго этажа секции разворачиваются зеркально!!! Такой трюк свет еще не видовал! До итогового момента осмотра и передачи квартир была путаница, и в этой ситуации жалко людей, которые на этапе строительства договорились с подрядчиком и сделали ремонт в «своих» квартирах, вот им было весело, когда оказалось что на самом деле их квартиры в других секциях, а еще сильнее обрадовались или правильнее удивились те кто пришел в эти отремонтированные квартиры из других секций… Ладно хоть БТИ поставила все на свои места и расставила номера подъездов в итоге по человечески.",3.0,granel,forum_zkh
714,Яна Купчиненко,2024-05-02,"Мы проживаем в жк Алхимово, ни разу не пожалели, чтобы купили в этом жк квартиру. Немного был перенос выдачи ключей, но такие сдвиги нельзя назвать критичными. Это хороший район Новой Москвы, рядом река Десна, лесопарк Дубровский, сейчас наш жк активно заселяется. На территории школы уже сданная школа, детский сад, на первых этажах работают магазины, кафе аптека.",5.0,samolet,novostroev
715,Елена,2021-11-23,"У нас знакомые квартиру взяли у этого застройщика, по их совету и мы выбрали комплекс. Взяли двушку, сейчас ждем РВЭ. Пока довольны) все идет по плану. Корпус вырос просто красавец!)",5.0,samolet,novostroev
716,петр,2019-11-15,"все хвалебные отзывы - вранье...контора гнилая и коррупция дичайшая..все тендера на строительство и проектирование раздают своим подставным конторам... задержки детсадов и школ по году-полтора...качество так себе..
 все хвалебные отзывы - вранье...контора гнилая и коррупция дичайшая..все тендера на строительство и проектирование раздают своим подставным конторам... задержки детсадов и школ по году-полтора...качество так себе..
Читать полностью",1.0,samolet,novostroev
717,Елена,2021-02-25,"отвратительный Застройщик. Вот прям позор! Основная цель - заграбастать деньги дольщиков, а потом ""кормить"" завтраками получения ключей. Кроме, как ""ХАПУГИ"" и не назовешь. Понятно, что всем хочется денег, а чем больше их получаешь, тем меньше совести остается. Так вот у всех сотрудников самолета совесть уже давно ушла в минусы. Приобрела квартиру в ноябре 2020 года в ЖК Томилино. Менеджер по продажам Евгений клялся и божился, что ключи все получат до конца декабря 2020 года. И на крайний мой аргумент что если до февраля 2021 года я не получу ключу - то жить мне будет негде от слова ""совсем"". И это не просто так проверка на вшивость ""продажника"" самолета и реальная действительность. На что Евгений снова уверил бья себя в грудь, что все документу уже согласованы и не сегодня - завтра начнется выдача ключей, поэтому я свои могу получить раньше срока, а именно в начале декабря. Это сейчас я понимаю, что человек обещая, то что нельзя исполнить, просто набивал себе карман в виде бонуса за продажу очередной квартиры, откровенно плюя на покупателя и на его дальнейшую ситуацию. Но все опять о совести, которой нет ни у одного сотрудника самолета. И во на дворе февраля , просрочка месяца и света в конце туннеля так и не видно. 31 декабря прошло, дольше была дата вторая половина января, потом начало февраля, потом 17 февраля, потом февраля, сейчас начало марта, но неизвестно когда, потому что дат конкретных в отделе заселения нет, как и во всей компании. Ответ один : ждите смс..... Поэтому, кто хочет купить квартиру у этих жуликов, 100 раз подумайте и приплюсуйте к срокам сдачи, которые вам будут обещать, еще минимум 6 месяцев, а лучше год...а может и не один.
откуда им взяться
все...начиная, как в театре, с вешалки...и до....
Читать полностью",1.0,samolet,novostroev
718,kogotkova larisa,2024-05-30,"ЖК в хорошем районе, с удобной транспортной системой и наличием ТЦ, детских садов, школ и больниц. Однако есть недостатки, пробки на дорогах и маловато парковочных мест. Ну если такие минусы не критичны, то в целом хорошее место для жизни.",5.0,samolet,novostroev
719,oksana*zabegaeva,2024-04-23,"Плотность заселения высоковата, но нам все равно нравится с семьей. Мы переехали сюда из более дальнего района и нам за радость этот район, тем более Москва почти рядом. Заселились, обустроились, по отделке ничего не стали менять, хотя нейтральные оттенки немного монотонно смотрятся.",5.0,samolet,novostroev
720,Наталья,2019-08-21,"Томилино 2018. Компания не соблюдает сроки ввода в эксплуатацию, сроки графика заселения. Очень плохая отделка квартир. Сотрудники отдела заселения грубые. Стыдно работать без элементарного уважения к покупателям. НЕ СОВЕТУЮ ЗАКЛЮЧАТЬ ДДУ С САМОЛЕТ ДЕВЕЛОПМЕНТ.
 ДОСТОИНСТВ НЕТ
омилино 2018. Компания не соблюдает сроки ввода в эксплуатацию, сроки графика заселения. Очень плохая отделка квартир. Сотрудники отдела заселения грубые. Стыдно работать без элементарного уважения к покупателям. НЕ СОВЕТУЮ ЗАКЛЮЧАТЬ ДДУ С САМОЛЕТ ДЕВЕЛОПМЕНТ.
Читать полностью",1.0,samolet,novostroev
721,Артем Любченко,2023-12-20,"Решили купить квартиру в жилом комплексе Квартал Марьино. Адекватный застройщик строит этот жк, плюс здесь несколько выездов есть – можно ехать в сторону Москвы, как по Киевскому, так и по Калужскому шоссе. Ждать квартиру надо примерно два года, за те деньги, которые мы заплатили, считаю, срок нормальный.",5.0,samolet,novostroev
722,parubina valentina,2023-11-27,"Наша квартира уже готова, но мы еще ждем, когда приведут в порядок придомовую территорию, а вообще получился красивый, светлый комплекс. Квартира оборудована всем необходимым, есть корзина для кондиционера снаружи, очень удобно и не портит внешний вид здания, вход в дом на уровне земли, сделан специально для пожилых людей и матерей с колясками. Бесшумный лифт, просторная парадная, это первые впечатления, которые бросились в глаза.",5.0,samolet,novostroev
723,valentina opalkina,2023-12-22,"Переехали в Мытищи парк этим летом. Здесь классный закрытый двор, детей на игровую площадку спокойно отпускаем. Получили мы квартиру сразу готовую, но по сути, других вариантов у застройщика и не было. Так-то все равно хочется еще кое-что в квартире сделать.",5.0,samolet,novostroev
724,Карина И.,2023-03-13,"Свои ключики мы получали с задержкой. Мы конечно, расстроились, но ждали, как и все, все равно других вариантов не было. Качество чистовой отделки было на твердую четверочку, так что в целом остались довольный. Наш двор облагорожен, есть детские и спортивные площадки. Радуюсь новой квартире постоянно.",5.0,samolet,novostroev
725,Виталий,2022-08-26,"Жк давно у всех на слуху, ну и мы присмотрелось к нему. Адекватный ценник и инфраструктура развита хорошо, а что ещё нужно, все самое необходимое есть.",5.0,samolet,novostroev
726,Никита,2022-07-26,"Покупаю у самолета вторую квартиру и всем остаюсь доволен. Просрочек по договору по сдаче дома и по выдаче ключей не было ни тогда, ни сейчас. Это для меня один из основных пунктов.",5.0,samolet,novostroev
727,Александр,2020-08-26,"Я покупал квартиру в Спутнике еще до сдачи дома, на стадии котлована фактически и ценник был отличный, сейчас уже высоковат, как мне кажется для апартаментов. Но опять же, как посмотреть, все-таки по качеству стройки и благоустройству хороший район, таких мало, особенно с такой локацией, по сути совсем подобных не найдешь.",4.0,samolet,novostroev
728,Елена,2022-07-27,"Приобрели квартиру в Остафьево, многочисленные переносы сроков, в целом не удивлена - у многих застройщиков есть задержки, а по нашему корпусу (к9) по крайней мере в двух секциях начали выдавать ключи - что для нас было приятной новостью, потому как обычно такие задержки бывают на год, и два, и три. Обращались в отдел заселения на горячую линию, к сожалению сотрудники колцентра почти ничем не смогли помочь - мы хотели узнать номер телефона менеджера, нам сообщили, что на ГЛ такую информацию не предоставляют. Предоставили нам предварительный срок сдачи по этажу - уже что-то. Жалко сотрудников колцентра,добрые и отзывчивые, но явно тоже устали, по голосу, от неизвестности. Они ведь тоже люди и судя по всему удаленный от самого отдела контактный центр. Если вам действительно нужна информация - то отрываем попки от диванов и едем лично :)
В целом все устраивает, за свою бюджетную цену все в пределах разумного. Никакого Люкс за такую цену получить нельзя
Мало информации предоставляют колцентру который работает с жителями все таки эти люди напрямую соприкасаются с нами, можно было бы предоставить им больше информации
Читать полностью",4.0,samolet,novostroev
729,Чговец И.,2022-07-18,"Купили в Егорово парк себе квартиру у самолёта. Понимаем, что локация не самая топовая, но зато цена доступная за квадрат. И все же придётся иногда в пробках проводить время. Но, надеюсь, это не будет круглосуточно, и сможем подобрать адекватное время для поездок в город.",5.0,samolet,novostroev
730,Николай,2022-07-12,"Есть озеро рядом и парк, время не нужно тратить на поездки, чтобы отдохнуть на природе. Дворы чистые и уютные. В целом современный комплекс со своими плюсами и минусами.",5.0,samolet,novostroev
731,Ирина,2021-01-11,"Гр.Самолёт полностью оправдывает многочисленные отрицательные отзывы в свой адрес! Задерживают сроки ввода и сроки передачи обьектов почти на год (у нас прошло уже 10 мес.) При этом никакой правдивой информации не дают: либо врут бессовестно, либо молчат. Препятствуют дольщикам при приёмке квартир с проф.экспертами, требуют какие то доверенности на экспертов, т.к.видать косяков в квартирах в момент передачи у них видимо- невидимо. В общем, лживая организация, предпочитающая ""сладкую ложь""! Сейчас в Остафьево строится 2я очередь.кот.должна вводится в 3 и 4 кварталах 2021г. Здесь тоже будут приличные задержки ( если клнечно сам застройщик не развалится к этому времени
Не увидели
Не можем никак получить квартиру - это один огромный недостаток
Читать полностью",1.0,samolet,novostroev
732,denis,2022-08-05,"Квартиру покупаем родителям. Цены адекватные и район уже развит довольно хорошо, есть поликлиника и магазинов много.",5.0,samolet,novostroev
733,Ольга,2021-03-20,"Самый отвратительный застройщик. Приобрела квартиру в первой очереди ЖК Пригород Лесное, сдан в начале 2018 года. С чем я столкнулась за три года: 1. Компания Самолет не хочет нести ответственность в рамках договора, исполнять условия гарантии! Отвратительный ремонт от застройщика, все отваливается и отклеивается через три месяца, протекает, принося ущерб личным вещам собственников. 2. В случае аварии по вине застройщика, он всеми возможностями пытается избежать исправления своих косяков, а если вдруг вам удастся чего то добиться обязательно сделает тяп ляп и не доведет дело до конца. Как в мое случае: в ванной комнате случилось залитие по вине застройщика, протекала труба в стене, визуально это не заметишь, вода уходила под плиткой на полу затапливая потихоньку соседей с низу и мой коридор. Аварию устранила УК, а вот исправлять испорченный ремонт застройщик не торопиться, часть он сделал ""тяп ляп"", а часть жду уже почти 9 месяцев, как младенца. Видимо без суда не обойтись. Обрабатывать помещение от плесени мне пришлось за свой счет и своими силами, так как у застройщика они отсутствовали. 2. В первый год было написано много претензий по исправлению недочетов, часть до сих пот на том же месте. Первый и самый важны важный недочет, если можно так назвать: дырявые окна, дует из всех щелей (6-9 месяцев добивалась устранения этого недочета, а когда пришёл рабочий мой муж стоял у него над душой пока тот не выполнит работу качественно, постоянно направляя его), далее испорченные строителями подоконники (все под замену), не крашенные батареи, не закрытые дыры в потолке и полу, в месте где проходит батарея, грязные обои и таких недочетов полно. 3. За три года, как было обещано, нет транспортной доступности. Ситуация ухудшается с каждым днем. Не выехать из ЖК , не заехать, пробки -пробки..... бесконечные. Само асфальтное покрытие в ЖК и на выезде в отвратительно состоянии, если застройщик что то капает, то потом по полгода и более не может привести дорогу в надлежащее состояние. На общественном транспорте добраться до Москвы возможно в течение 40-60 минут, отстояв гигантскую очередь. Бедные пассажиры постоянно в состояние стресса. 4. Инфраструктура никакая: 2 сада переполнены (второй сад открылся в сентябре 2020г.); школу должны открыть вот вот.... но это все длится с 2019г.; дороги пешеходные зимой толком не чистят, а детские площадки и вовсе, все засыпано снегом, осенью и весной все залито водой. В общем с ребенком гулять можно только летом или на основной улице Литературный бульвар, где нет площадок и полно грязи, а летом сидящих на лавках алкашей. Нет торговых центров, нет центров для досуга детей, нет нормальных кафе, в общем скука смертная... 5. Отсутствие поликлиник и больниц, когда я родила в 2019г. детский педиатр, который находиться в Молоково (куда по прописке относится наш район) отказался приходит осмотреть малыша, на первый месяц жизни так и не появился. Когда у нас были небольшие проблемы с малышом, я не смогла дозвонится в детскую поликлинику в Молоково, чтобы вызвать врача, так как просто никто не поднимал трубку, а после 14-00 абонент был не доступен. Поэтому я и вся моя семья прикреплены к поликлиникам Москвы, но до Москвы нужно потратить уйму времени, чтоб добраться. 5. Отсутствуют парковочные места во дворах, люди паркуются в каждой свободной ""дырке"" и по средине дороги, наплевав на окружающих. Есть платная парковка не крытая, зимой ее чистят сами водители, за охраной ТС особо не следят, были случаи угона ТС с платной парковки, за такие услуги цена сильно завышена, добираться до парковки в среднем 5-20 минут смотря где находится твой дом. Полное разочарование застройщиком и ЖК. 1000 раз подумайте, прежде чем приобрести жилье у данного застройщика!
нет
застройщик строит, далее вся ответственность твоя, сам за свой счет переделываешь ремонт (за который ты уже заплатил), в случае аварии по вине застройщика, за свой счет ее устраняешь, отвратительная слышимость в доме, нет парковок, территория возле дома требует полной реконструкции (соответственно снова за счет собственника), отсутствие инфраструктуры, транспортной доступности.
Читать полностью",1.0,samolet,novostroev
734,Сергей,2021-06-02,"Ужасный застройщик! Обманывают людей со сроками. Все сроки запланированные застройщиком по договору сгорели!
 Нету
 Обман людей, наплеватеольское отношение к людям
Читать полностью",1.0,samolet,novostroev
735,Марина,2024-06-24,"Перебрались в соседний жилой комплекс Люберцы. Мы всю жизнь тут, просто хотелось побольше квартиру. Район любимый, знаем все полезные места, куда сходить самим, куда с ребенком. К пробкам мы привыкшие, поэтому уже давным-давно не обращаем на них внимания.",5.0,samolet,novostroev
736,Глеб,2022-06-27,"У Самолета брали сразу квартиру, паркинг и кладовку. Отлично, что есть подобные выгодные предложения, на которые еще и скидку дают. Получилось выгодно!",5.0,samolet,novostroev
737,Владимир,2022-02-13,"В отличие от некоторых других Самолет стройки на годы не замораживает, даже в современной ситуации, когда жутко вырос ценник на строительные материалы, они справляются. По качеству у нас лично с женой по купленной квартире претензий минимумум. Даже если была парочка, то их по запросу устранили буквально за пару недель.",5.0,samolet,novostroev
738,Ирина К.,2021-11-22,"Мы приезжали посмотреть квартал. Пока все нравится) выглядит ухоженно, современно. Парковочных мест маловато, но в принципе дворы аккуратные и зеленые.. а с парковкой может и решат что-то в будущем.",5.0,samolet,novostroev
739,Карина И.,2023-03-13,"Свои ключики мы получали с задержкой. Мы конечно, расстроились, но ждали, как и все, все равно других вариантов не было. Качество чистовой отделки было на твердую четверочку, так что в целом остались довольный. Наш двор облагорожен, есть детские и спортивные площадки. Радуюсь новой квартире постоянно.",5.0,samolet,novostroev
740,Виталий,2022-08-26,"Жк давно у всех на слуху, ну и мы присмотрелось к нему. Адекватный ценник и инфраструктура развита хорошо, а что ещё нужно, все самое необходимое есть.",5.0,samolet,novostroev
741,Никита,2022-07-26,"Покупаю у самолета вторую квартиру и всем остаюсь доволен. Просрочек по договору по сдаче дома и по выдаче ключей не было ни тогда, ни сейчас. Это для меня один из основных пунктов.",5.0,samolet,novostroev
742,Александр,2020-08-26,"Я покупал квартиру в Спутнике еще до сдачи дома, на стадии котлована фактически и ценник был отличный, сейчас уже высоковат, как мне кажется для апартаментов. Но опять же, как посмотреть, все-таки по качеству стройки и благоустройству хороший район, таких мало, особенно с такой локацией, по сути совсем подобных не найдешь.",4.0,samolet,novostroev
743,Елена,2022-07-27,"Приобрели квартиру в Остафьево, многочисленные переносы сроков, в целом не удивлена - у многих застройщиков есть задержки, а по нашему корпусу (к9) по крайней мере в двух секциях начали выдавать ключи - что для нас было приятной новостью, потому как обычно такие задержки бывают на год, и два, и три. Обращались в отдел заселения на горячую линию, к сожалению сотрудники колцентра почти ничем не смогли помочь - мы хотели узнать номер телефона менеджера, нам сообщили, что на ГЛ такую информацию не предоставляют. Предоставили нам предварительный срок сдачи по этажу - уже что-то. Жалко сотрудников колцентра,добрые и отзывчивые, но явно тоже устали, по голосу, от неизвестности. Они ведь тоже люди и судя по всему удаленный от самого отдела контактный центр. Если вам действительно нужна информация - то отрываем попки от диванов и едем лично :)
В целом все устраивает, за свою бюджетную цену все в пределах разумного. Никакого Люкс за такую цену получить нельзя
Мало информации предоставляют колцентру который работает с жителями все таки эти люди напрямую соприкасаются с нами, можно было бы предоставить им больше информации
Читать полностью",4.0,samolet,novostroev
744,Чговец И.,2022-07-18,"Купили в Егорово парк себе квартиру у самолёта. Понимаем, что локация не самая топовая, но зато цена доступная за квадрат. И все же придётся иногда в пробках проводить время. Но, надеюсь, это не будет круглосуточно, и сможем подобрать адекватное время для поездок в город.",5.0,samolet,novostroev
745,Николай,2022-07-12,"Есть озеро рядом и парк, время не нужно тратить на поездки, чтобы отдохнуть на природе. Дворы чистые и уютные. В целом современный комплекс со своими плюсами и минусами.",5.0,samolet,novostroev
746,Ирина,2021-01-11,"Гр.Самолёт полностью оправдывает многочисленные отрицательные отзывы в свой адрес! Задерживают сроки ввода и сроки передачи обьектов почти на год (у нас прошло уже 10 мес.) При этом никакой правдивой информации не дают: либо врут бессовестно, либо молчат. Препятствуют дольщикам при приёмке квартир с проф.экспертами, требуют какие то доверенности на экспертов, т.к.видать косяков в квартирах в момент передачи у них видимо- невидимо. В общем, лживая организация, предпочитающая ""сладкую ложь""! Сейчас в Остафьево строится 2я очередь.кот.должна вводится в 3 и 4 кварталах 2021г. Здесь тоже будут приличные задержки ( если клнечно сам застройщик не развалится к этому времени
Не увидели
Не можем никак получить квартиру - это один огромный недостаток
Читать полностью",1.0,samolet,novostroev
747,denis,2022-08-05,"Квартиру покупаем родителям. Цены адекватные и район уже развит довольно хорошо, есть поликлиника и магазинов много.",5.0,samolet,novostroev
748,Ольга,2021-03-20,"Самый отвратительный застройщик. Приобрела квартиру в первой очереди ЖК Пригород Лесное, сдан в начале 2018 года. С чем я столкнулась за три года: 1. Компания Самолет не хочет нести ответственность в рамках договора, исполнять условия гарантии! Отвратительный ремонт от застройщика, все отваливается и отклеивается через три месяца, протекает, принося ущерб личным вещам собственников. 2. В случае аварии по вине застройщика, он всеми возможностями пытается избежать исправления своих косяков, а если вдруг вам удастся чего то добиться обязательно сделает тяп ляп и не доведет дело до конца. Как в мое случае: в ванной комнате случилось залитие по вине застройщика, протекала труба в стене, визуально это не заметишь, вода уходила под плиткой на полу затапливая потихоньку соседей с низу и мой коридор. Аварию устранила УК, а вот исправлять испорченный ремонт застройщик не торопиться, часть он сделал ""тяп ляп"", а часть жду уже почти 9 месяцев, как младенца. Видимо без суда не обойтись. Обрабатывать помещение от плесени мне пришлось за свой счет и своими силами, так как у застройщика они отсутствовали. 2. В первый год было написано много претензий по исправлению недочетов, часть до сих пот на том же месте. Первый и самый важны важный недочет, если можно так назвать: дырявые окна, дует из всех щелей (6-9 месяцев добивалась устранения этого недочета, а когда пришёл рабочий мой муж стоял у него над душой пока тот не выполнит работу качественно, постоянно направляя его), далее испорченные строителями подоконники (все под замену), не крашенные батареи, не закрытые дыры в потолке и полу, в месте где проходит батарея, грязные обои и таких недочетов полно. 3. За три года, как было обещано, нет транспортной доступности. Ситуация ухудшается с каждым днем. Не выехать из ЖК , не заехать, пробки -пробки..... бесконечные. Само асфальтное покрытие в ЖК и на выезде в отвратительно состоянии, если застройщик что то капает, то потом по полгода и более не может привести дорогу в надлежащее состояние. На общественном транспорте добраться до Москвы возможно в течение 40-60 минут, отстояв гигантскую очередь. Бедные пассажиры постоянно в состояние стресса. 4. Инфраструктура никакая: 2 сада переполнены (второй сад открылся в сентябре 2020г.); школу должны открыть вот вот.... но это все длится с 2019г.; дороги пешеходные зимой толком не чистят, а детские площадки и вовсе, все засыпано снегом, осенью и весной все залито водой. В общем с ребенком гулять можно только летом или на основной улице Литературный бульвар, где нет площадок и полно грязи, а летом сидящих на лавках алкашей. Нет торговых центров, нет центров для досуга детей, нет нормальных кафе, в общем скука смертная... 5. Отсутствие поликлиник и больниц, когда я родила в 2019г. детский педиатр, который находиться в Молоково (куда по прописке относится наш район) отказался приходит осмотреть малыша, на первый месяц жизни так и не появился. Когда у нас были небольшие проблемы с малышом, я не смогла дозвонится в детскую поликлинику в Молоково, чтобы вызвать врача, так как просто никто не поднимал трубку, а после 14-00 абонент был не доступен. Поэтому я и вся моя семья прикреплены к поликлиникам Москвы, но до Москвы нужно потратить уйму времени, чтоб добраться. 5. Отсутствуют парковочные места во дворах, люди паркуются в каждой свободной ""дырке"" и по средине дороги, наплевав на окружающих. Есть платная парковка не крытая, зимой ее чистят сами водители, за охраной ТС особо не следят, были случаи угона ТС с платной парковки, за такие услуги цена сильно завышена, добираться до парковки в среднем 5-20 минут смотря где находится твой дом. Полное разочарование застройщиком и ЖК. 1000 раз подумайте, прежде чем приобрести жилье у данного застройщика!
нет
застройщик строит, далее вся ответственность твоя, сам за свой счет переделываешь ремонт (за который ты уже заплатил), в случае аварии по вине застройщика, за свой счет ее устраняешь, отвратительная слышимость в доме, нет парковок, территория возле дома требует полной реконструкции (соответственно снова за счет собственника), отсутствие инфраструктуры, транспортной доступности.
Читать полностью",1.0,samolet,novostroev
