Name,Date,Review,Rating,Developer,Website,Sentiment
Ангелина,2021-07-28,Нам не хотелось сотрудничать совсем с незнакомой компанией. А в комплексе Самолета друзья покупали квартиру два года назад. Поэтому мы изначально ориентировались только на этого застройщика. В итоге у нас хорошая двушка. Брали без отделки – сейчас уже почти закончили ремонт и будем переезжать.,5,Самолет,Novostroy-m,1
Максим,2021-07-25,"Мы свои ключи вовремя получили. И в целом на протяжении всего процесса строительства регулярно приезжали на площадку, разговаривали с менеджером по телефону – всегда получали актуальную информацию.",5,Самолет,Novostroy-m,0
Мария,2021-07-24,"Уже почти два года ждем квартиру, которую обещали на словах сдать осенью 2020 года, а по договору до 30 июня 2021 года. Поражает свинское отношение застройщика к вам после того, как вы оплачиваете квартиру. Когда вы еще не делаете покупку, они пляшут возле вас и названивают, как настойчивые поклонники. Но стоит внести деньги и заключить с ними договор, как вы становитесь пустым местом. Они даже не считают нужным даже сообщить о том, насколько откладываются сроки и по какой причине. Лишь месяц спустя под давлением, они написали, что сроки переносятся аж до 30 сентября (даже учитывая ситуацию с ковидом, задержка огромная)! И в довесок прислали доп.соглашение, чтобы мы не требовали с них неустойки. А мы будем требовать, потому что такое пренебрежительное отношение должно быть наказано и компенсировано.",2,Самолет,Novostroy-m,-1
Надежда,2021-07-17,"У Самолета всегда много квартир в продаже и очень удобно, что можно выбрать в удобном районе, в квартале с садиком и школой (если они нужны детям). Менеджеры хорошо работают. Нам 2 раза помогали жилье выбирать и покупать, сразу чувствуется что грамотные специалисты.",5,Самолет,Novostroy-m,1
Valera,2021-07-06,"Компания привлекла тем, что у них много квартир в разных районах, есть даже за пределами мкад, но с московской пропиской. Такой мы и выбрали. Спасибо менеджеру в офисе, который рассказал обо всех объектах которые были в продаже и помог с выбором.",5,Самолет,Novostroy-m,0
Артем Пятин,2021-06-22,"У Самолета купили квартиру с использованием материнского капитала. Нам с женой предложили сразу несколько вариантов, остановились на двушке в Люберцах, потому что сами давно в этом районе квартиру снимаем и нам в целом нравится все. Так то было съемное, а скоро будет свое, как дом сдадут.",5,Самолет,Novostroy-m,1
Пользователь,2021-06-14,"Самый ужасный застройщик с кем когда либо приходило сотрудничать. У них очень хорошие юристы и связи в судах...и даже будь они хоть 1000 раз не правы, получить хотя бы своё будет практически не возможно. Приобретая у них квартиры - приобретаете кучу головной боли и проблем на всю жизнь!",1,Самолет,Novostroy-m,-1
Роман,2021-06-05,"Последние год-два компания заметно выросла. И постепенно застройщик переходит на новый уровень, проекты стартуют более высокого класса. Вообще Самолет сейчас один из крупнейших девелоперов в России.",5,Самолет,Novostroy-m,1
Антон,2021-05-31,За не астраномические суммы Самолет предлагает вполне неплохие квартиры. При этом и риелтора при покупке нанимать не нужно. Менеджеры помогают даже с одобрением и оформлением ипотеки.,5,Самолет,Novostroy-m,-1
Зубенко Р.,2021-05-22,"В недвижимости от этого зстройщика подкупила цена, конечно, и мы очень довольны, что взяли, не побоялись. Да, в нашем новом комплексе не все отлично с транспортом, но мы еще и не переехали, как и многие другие, обещают улучшить транспортную доступность через несколько лет.",5,Самолет,Novostroy-m,1
Виктория,2021-05-20,"Приобретала квартиру у Самолета, в целом минусов нет. Но вот по программе Самолёт бонус большие минусы: не могу получить свою выплату по программе, уже третью квартиру по моей рекомендации покупают, за первую квартиру получила в срок, за вторую 2 месяца мурыжат, кормят завтраками и обещаниями. И никак не достучаться до ответственных сотрудников ☹️",1,Самолет,Novostroy-m,-1
Дмитрий,2021-04-24,"Компания строит быстро. Даже несмотря на кризис и на то, что в прошлом году замораживалась стройка из-за пандемии, все равно смогли выйти на плановые сроки строительства.",5,Самолет,Novostroy-m,0
Ольга,2021-04-22,РУКИ ПРОЧЬ ОТ ОЛИМПИЙЦА В ХИМКАХ!,1,Самолет,Novostroy-m,0
Любовь,2021-03-26,"Застройщик много чего обещает, но не делает. Квартиры сдают с опозданием, садик тоже, неизвестно когда школу откроют. Насчет выезда в жк Томилино Парк манагеры только лапшу вешают и сроки переносят. УК так себе убирает, лифты каждый день застревают, люди по 1.5- 2 часа сидят)) много всяких недочетов, но самый серьезный задержка более чем на 3 месяца ключей)) а еще выписку из ЕГРН невозможно получить 6 мес после ключей",2,Самолет,Novostroy-m,-1
Марьяна,2021-03-22,"Для меня было важно, что Самолет на рынке давно, кучу кризисов уже пережил и не развалился. Строят много и быстрыми темпами. Сдают нормальные дома. Перед покупкой специально съездила к знакомым в Люберцы, попросилась посмотреть их квартиру, дом, ну и в целом комплекс. Все устроило, поэтому и на свою покупку решилась быстро",5,Самолет,Novostroy-m,0
Александр,2021-03-20,"Куда цены летят? В своем уме? Разница стоимости квартиры в декабре 2020 и февраля 2021 в 1000000. Люди которые понакупили квартир в декабре продают сейчас на +200000 , но зато дешевле чем у застройщика. Профит на пустом месте. Рынок спекулянтов какой то. А если точнее это про Большое Путилково",1,Самолет,Novostroy-m,0
Владик,2021-03-16,Смотрели несколько комплексов и пока склоняемся к Новому Внуково. Застройщик здесь известный. Тем более что сестра с семьей уже полтора года живут в новострое от этой же компании. У них двушка с отделкой - очень даже приличный ремонт.,5,Самолет,Novostroy-m,0
Михаил,2021-03-16,"Худшие из худших. Пожив в разных районах Москвы и Подмосковья, наконец получилось найти самую плохую управляющую компанию. Все обилие русского мата не может описать работу этой УК, потому попытаюсь без него. Начнем с того, что как и в большинстве районов новой застройки довольно остро встаёт вопрос парковки. На весь двор в лучшем случае вмещается 20 машин, остальные паркуются вторым рядом. Бывает даже на газоне. В зимнее время года все осложняется нечищенными тротуарами и дорогами во дворах. Так что количество мест снижается ещё на машин 5-7. Гениальная компания Самолёт решила проблему не менее гениально, открыв платную парковку. За чисто символические 3500 в месяц вы имеете кусок асфальта, которые охраняют не всегда трезвые охранники путем открывания шлагбаума (интересный факт, он тоже работает через раз). Казалось бы, за такую сумму можно сделать все удобства на парковке, но нет. В зимнее время года на парковке просто невозможно оставить автомобиль. После снегопадов. Территорию никто не убирает, не говоря уже про ваше место. Уборка начинается только после бесконечных прериканий с УК. обычно, после этого приезжают бравые парни на тракторе, и вместо уборки накатывают такую колею, что можно проехать разве что на ниве. В одной колее образовалась огромная лужа, которую преодолеть было попросту невозможно. Оторвав в ней брызговики и изрядно ударившись двигателем, была попытка обратиться в УК. ""классные"" сотрудники Антон, Даниил и Ирина коллективно по очереди пытались оформить заявку на то, чтобы УК почистила парковку и сделала перерасчёт стоимости за две недели, что машина не может попасть на эту парковку. Срок рассмотрения - 3 рабочих днях. ИТАК, идёт третья неделя, а меня все ещё кормят завтраками. Но в последнее время они перешли на новую тактику и начали скидывать трубки. Этот пост, конечно, не о потраченных 3500 за парковку, которой невозможно пользоваться, а лишь об одной из тысячи историй, почему я вам искренне не советую связываться с данной УК.",1,Самолет,Novostroy-m,1
maksim,2021-03-13,"Мне нравится стиль их проектов. Лаконично, современные архитектурные решения. И главное, что технология строительства монолитная. Такие дома более долговечны, да и тепло- звукоизоляция в них намного лучше, чем в панельках.",5,Самолет,Novostroy-m,0
Александр,2021-02-26,"Для нашей семьи Самолет - отличный застройщик. Квартиру можно купить быстро и недорого, что мы и сделали. У других застройщиков тоже конечно есть неплохие варианты, но подороже, а когда бюджет ограничен не особо разгуляешься. Тут плюс еще и тому, что Самолет работает со многими банками и можно выбрать свой зарплатный, например.",5,Самолет,Novostroy-m,0
Настасья,2021-02-22,"Самый лживый застройщик. Вместо потолков в 4 м на первом этаже, которые были обещаны менеджером дай бог 3.2 будут, а при студии в 27м2 колодец получается. Хотела сделать антресоль с спальным местом, но пролет. Купили за 4 700 000-00 без ремонта . каждый день звонили пугали повышением цен. По итого та же студия с ремонтом и балконом стоит 4 750 000-00. не кому не рекомендую. Каждое слово менеджеров вранье.",1,Самолет,Novostroy-m,1
Юрий,2021-02-17,"Достойная компания. У них проекты разного уровня и в разной ценовой категории, но самое главное, что не допускают долгостроев. Существенных сдвигов сроков по их проектам ни разу не было, а в теперешней ситуации это говорит о многом.",5,Самолет,Novostroy-m,0
Станислав,2021-02-13,"Компания на данный момент активно развивается. Темпы строительства высокие, сотрудничают с надежными подрядчиками. Важный фактор - к моменту сдачи корпуса в жк рядом застройщик полностью благоустраивает территорию.",5,Самолет,Novostroy-m,0
Андрей Ковалёв,2021-02-13,"Добрый день! Обратился в компанию. Предложили квартиру в Рассказовке. Когда спросил: пахнет ли там? Ответили: нет. А на дела: да. Спросил про экологию: сказали, всё отлично. На деле: хлорный завод и мусоросжигающий( при чём не обычный, там сжигают трупы больных животных). Заводы на месте и имеют права сжигать и выбрасывать отходы на государственном уровне(даже квота есть). В общем решил, всё таки купить как инвестицию. Заплатил бронь. Спросил. можно ли её вернуть? Ответ: да, конечно. На деле: я заполнил анкету, но у меня нет номера договора так как в личном кабинете всю информацию удалили и продавец пропал. Когда звоню или пишу в компании, говорят: свами свяжется менеджер. На деле: нет. Одним словам о компании: лжици. Не верьте им. Плюс качество построек так себе. А говорят об обратном. В общем решил купить квартиру совсем у другого застройщика.",1,Самолет,Novostroy-m,1
Алексей М,2021-02-13,"Хороший застройщик, который строит в срок качественные дома по приемлемым ценам. Очень рады, что приобрели квартиру у них по совету друзей.",5,Самолет,Novostroy-m,1
anton,2021-01-30,"У меня был очень ограниченный бюджет, а квартиру хотелось получше. Ну как всем, в принципе. И здесь предложили бюджетный, но вполне неплохой вариант. Да, далековато от мкада, в районе с не самой развитой инфраструктурой, но зато недорого и вполне качественно - в монолитном доме. Благодарю!",5,Самолет,Novostroy-m,-1
Светлана,2021-01-26,"Приобрела квартиру первой очереди в ЖК Остафьево, срок выдачи ключей был назначен на 30 .11. 2020. Естественно его продлили до конца декабря 2020 и тут не справились. Резервным месяцем стал январь 2021 опять облажались . Срок перенесли на февраль и последующие 3 месяца . Ужас просто очень посожалела что связалась.",1,Самолет,Novostroy-m,-1
Дарья,2021-01-23,"Не рекомендовала бы никому. Не сдают в срок. Не качественная отделка- лучше бы ее вообще не было. Вложились в ЖК Остафьево в ноябре 2018. По ДДУ крайний срок сдачи 30.11.2020, но и в январе 2021 года Застройщик не даёт правдивую информацию о причинах задержки , обвиняя надзорные органы во всем.",1,Самолет,Novostroy-m,0
Николай,2021-01-17,"Перспективный девелопер, они быстро расширяют свои проекты, стартуют новые. На площадках сейчас активно ведутся работы.",5,Самолет,Novostroy-m,0
Виктор,2021-01-12,"Один из самых перспективных застройщиков на рынке. Он входит в десятку крупнейших компаний России, а если брать московский регион, то входит даже в тройку.",5,Самолет,Novostroy-m,0
Пользователь,2021-01-07,"Каждый день пишу здесь отзыв и его не выставляют, потому что пишу правду о Самолёте! Застройщик нагло врёт дольщикам! В чатах и форумах его сотрудники устраивают клоунаду и поэтому реальные дольщики туда уже не заходят. Речь пойдет именно о ЖК Остафьево, отставание по срокам ввода в эксплуатацию ровно один год! Сдать в эксплуатацию должен был до начала пандемии!!! Ключей нет!!!",2,Самолет,Novostroy-m,0
Татьяна,2021-01-06,"При покупке назывались одни сроки сдачи очереди - сентябрь 2020 , на деле ждём по сроку дду - июнь 2021. Казалось бы пока ничего не нарушают, но по телефону постоянно мягко сказано врут, отделка закончится в конце декабря 2020, а на деле «конь не валялся» . Ну , говорите правду и тогда надежд и напряжения не будет!! Про жк Большое путилково",3,Самолет,Novostroy-m,0
Константин,2021-01-05,"Брали квартиру в ЖК компании Самолет, потому что друзья живут в жк Люберцы. Застройщик опытный и ответственный, адекватное отношение к дольщикам. Для нас это первый опыт покупки жилья, поэтому в выборе компании спокойнее было положиться на опыт друзей.",5,Самолет,Novostroy-m,0
Альберт,2020-12-31,"Мне нравится эта компания, тем что у них адекватный ценник на свои проекты. Всегда стоимость квадрата соответствует классу и локации. Плюс периодически проводятся акционные предложения, можно оформить сделку с ощутимой скидкой.",5,Самолет,Novostroy-m,1
Дарья,2020-12-28,"Хочу немного рассказать о безалаберном и хамском отношении застройщика ГК «Самолёт» к своим клиентам. Я владелец квартиры в ЖК «Пригород Лесное». Дом сдан совсем недавно, около полугода назад. Протекла соединительная муфта трубы горячей воды на кухне. Благо не успела никого залить, но часть кухонного гарнитура пришла в негодность. Управляющая Компания составила акт, который направила застройщику, так как это гарантийный случай поломки и застройщик ОБЯЗАН устранить подобные свои недоработки. Попросили ожидать звонка застройщика. Телефона для связи с застройщиком мне УК дать отказалась. Проходит пару дней. Зима, я без горячей воды. Звоню снова в УК, там разводят руками и предлагают составить ещё один акт (подразумевая, что это всё, что конкретно они могут сделать). Дальше ещё практически две недели я звоню в УК и застройщику на номера отдела продаж (потому как это единственные доступные номера), где мне все говорят, что ничем не могут помочь и просят ждать обратной связи, либо предлагают составить ещё одну очередную заявку. На вопрос: как долго ждать? -Никаких вразумительных ответов не следует. Говорят, что рассмотрят в течении 45 дней (чтоб вы понимали-это заявка с пометкой «СРОЧНО»). Думаю они с удовольствием тянули бы и дольше, но тут уже закон о защите прав потребителей мешает. То есть подразумевается нормой, что зимой вы живёте без горячей воды 45 дней или заливаете соседей (ну если вы вдруг всё же хотите пользоваться водой, за которую платите деньги. ДА-ДА, ПЛАТИТЕ, потому как УК неожиданно решила перенести сроки подачи показания счётчиков на 10 дней раньше обычного, сообщив вам об этом в некоем приложении, которое может быть у вас даже не установлено, в последний день, доступный в этот раз для передачи показаний). Наконец свершается чудо- вам обещают, что приедут исправить ситуацию в субботу с 9 до 16ч., вы отодвигаете все свои планы (в том числе рабочие), ждёте…Опять ждёте…стрелка часов переваливает за обещанные 16 часов, никто не приходит и даже не звонит, номер оставленный для связи:1) отклоняет вызов 2) находится вне зоны доступа сети 3) номер абонента занят. Настолько хамского отношения к клиентам в приличной организации даже сложно представить!!!!!!!!!! Это далеко не единственные проблемы по недоработкам застройщика. Шумоизоляция на нуле. Я слышу как разговаривают(не кричат, а иманно просто разговаривают, кашляют, чихают и т.п. соседи). Окна, например у меня сильно продувает и , как я поняла из сообщений с форумов, это оооочень распространённая проблема. На форумах я искала людей, уже столкнувшихся с подобными проблемами. Выяснилось, что проблемы решались только после того, как человек пообещал написать жалобу в прокуратуру!! Кстати, интересный факт, после таких переписок на форумах ГК «Самолёт» прислал мне смс с предложением рекомендовать их потенциальным клиентам за денежное вознаграждение, так что подумайте ещё, насколько можно верить каждому рекомендательному отзыву, который видите.))",2,Самолет,Novostroy-m,-1
Сергей,2020-12-27,"Этот девелопер далеко не новичок на рынке. Есть опыт, у него за плечами уже полностью реализованные успешные проекты.",5,Самолет,Novostroy-m,0
Елена,2020-12-18,"Не жалею, что взяли квартиру в проекте компании Самолет. Когда вкладывались, то был еще этап строительства первых этажей, поэтому был определенный риск. Но сейчас дом уже сдан, мы ключи получили без опозданий. Это двушка с отделкой. По отделке все примерно так как мы и ожидали, но сразу говорю, что мы были настроены трезво, ничего сверхъестественного и не ждали)",5,Самолет,Novostroy-m,0
Ирина,2020-12-07,"Если нужна недорогая, но приличная квартира, советую посмотреть у Самолета. Советую честно от души, а не по принципу я живу, и вы поживите)) Правда хорошо строит, делает хорошие площадки для детей, для занятий спортом, уже на этапе строительства домов думают и про обустройство школами и детскими садами. Точно знаю, что почти все комплексы располагают так, чтобы были выезды на трассы, чтобы транспорт был недалеко хоть какой-то. Молодцы вообщем.",5,Самолет,Novostroy-m,1
Роман,2020-11-30,"Застройщик развивается и довольно быстро. Если вкладываться на старте, то я бы выбирал как раз проекты Самолета. Минимальный риск и к тому же стоимость квадрата у них адекватная.",5,Самолет,Novostroy-m,1
Юлия,2020-11-23,"Наша семья приобрела уже две квартиры у этого застройщика. Сестра с мужем живут в Спутнике. А мы взяли двушку в Некрасовке. Есть какая-то уверенность, что не будет долгостроя и что качество будет норм.",5,Самолет,Novostroy-m,0
Анатолий,2020-11-18,"Один из быстро развивающихся застройщиков в нас в Мск. Показатели у Самолета многообещающие, есть хорошие перспективы. Компания сейчас выходит на биржу со своими акциями, что опять же говорит только в их пользу.",5,Самолет,Novostroy-m,1
Борис,2020-11-12,"В основном компания строит прагматик-класс. Здесь хорошая цена и высокое качество строительства. Видно, что не вбухивают огромный бюджет на архитектуру, зато дома теплые, современные, качественные. По планировкам тоже гуд, особенно в плане небольших квартир - однушки и студии - вот тут большой выбор.",5,Самолет,Novostroy-m,1
Виталий,2020-11-03,"Это крупный застройщик. За плечами ни одного долгостроя и в принципе ни об одном их проблемном объекте я не слышал. Мы сейчас взяли двушку на самом старте продаж в Некрасовке. Надеюсь, получим ключи в срок не смотря на все проблемы из-за короны.",5,Самолет,Novostroy-m,-1
denis,2020-10-23,"Мы не рисковали покупать квартиру совершенно у незнакомого застройщика. Друзья уже год живут в Люберцах, по их совету и искали себе жилье. Выбрали проект Самолета, это Большое Путилково. Там еще только начало строительства, но рассчитываем, что получим ключи в срок, по крайней мере сейчас темпы там очень хорошие.",5,Самолет,Novostroy-m,1
Володя,2020-10-17,"У них в основном недорогое жилье. Строят и в Мск и в области. Большинство объектов это прагматик класс, то есть нечто среднее между экономом и комфортом. Удовлетворительное качество отделки.",5,Самолет,Novostroy-m,1
Юрий,2020-10-10,"Были сдвиги по срокам - это факт. Но подобная ситуация сложилась по всем проектам в Мск, ведь из-за ограничений вообще были запрещены любые строительные работы в течение двух месяцев.",5,Самолет,Novostroy-m,0
Олег Ф.,2020-10-05,"Нормальный застройщик, более менее стабильно работают. Правда сейчас пошли немного сбои по срокам и отставание от планов. Но может и нагонят со временем, если конечно не будет повтора того коллапса с ковидом и всеми ограничениями.",5,Самолет,Novostroy-m,0
Макар,2020-09-30,"Не завышают цены на жилье, по всем объектам строят инфраструктуру. Не все по инфраструктуре конечно сдается с первой очередью, но как правило сроки разумные.",5,Самолет,Novostroy-m,0
Слава,2020-09-28,"При выборе квартиры для себя смотрел не на рейтинг компании, а на ее реальную работу, мониторил предложения, спрашивал знакомых. По итогу выбор сделан и о нем не жалею от слова совсем. Квартира отличная, теплая, светлая, отделана хорошо, с отличной площадкой, парковкой и всем остальным. Застройщик не подвел!",5,Самолет,Novostroy-m,1
Ирина,2020-09-26,"Имеется квартира в Пригороде Лесном, от Самолёта. На сайте пишут, что от метро 15 минут, да это правда, если представить что кроме вас больше никто не едет по дороге. На деле же 30 минут в обеденное время, а если вечером ехать то и целый час с учётом огромной очереди на автобус. Очень ""радуют"" постоянные перебои с электричеством и отключением воды. Причем ладно бы иногда и с предупреждением, но нет, просто у всего района вырубается на весь день и живи как хочешь. Парковок по началу вообще не было, сейчас есть, но иди до них 10 минут, причем они даже не крытые, а стоят как гараж в Москве. И вишенка на торте - переодически воняет во всем дворе из-за ооочень долгого ремонта канализации (или что там они все копают, хз), окна летом открыть невозможно. Из плюсов: отделку делают хорошо.",2,Самолет,Novostroy-m,1
Максим,2020-09-24,"Мы помогли детям с покупкой квартиры в Спутнике. Отличный район и водоем рядом есть. Удобно будет ездить в центр как на машине, так и на метро. Территория тоже неплохая, красиво обустроенная, жаль только что это не закрытый двор и здесь нет огороженной территории.",5,Самолет,Novostroy-m,1
Арсений,2020-09-19,"Делают хорошую отделку квартир сразу и можно получать ключи и переезжать, ничего не переделывая.",5,Самолет,Novostroy-m,1
Дима,2020-08-30,"Отлично работают! Дают полные консультации при выборе квартир, помогают с оформлением ипотеки.",5,Самолет,Novostroy-m,1
Женя,2020-08-27,"Хоть в Природ Лесное и относительно недорогое жилье, но вполне себе достойное, с адекватными планировками, отделкой не дешевкой, парковками, детскими площадками. Мы не пожалели о покупке, хоть и были другие варианты. Есть проблемы с заездом-выездом, конечно, но это беда всех подобных комплексов.",4,Самолет,Novostroy-m,-1
Люда,2020-08-21,"Знаю людей, которые отказались от покупки квартиры в Некрасовке из-за экологии, а мы с мужем все за и против взвесили и решили, что не так все и страшно, зато квартиру можно купить в новостройке уже с ремонтом от крупного застройщика, не влезая в ипотеку и не снимать больше.",4,Самолет,Novostroy-m,0
Денис,2020-08-14,"Пока с хорошими дорогами из ЖК Люберцы не очень все хорошо и понятно в дальнейшем, будут что-то делать -нет, зато тут ценник привлекательный. Сколько смотрели, аналогичные варианты стоят дороже и не всегда есть своя инфраструктура при этом. Качество отделки квартир в других комплексах разное, но в основном такого же уровня или ниже.",4,Самолет,Novostroy-m,1
Катерина К.,2020-08-13,"Купили для дочери в Алхимово квартиру,. Пока все ок, застройщик хороший,крупный, проблем не должно возникнуть, они много проектов строят и все растут как грибы.",5,Самолет,Novostroy-m,0
Галя,2020-08-06,"Мои родители первые купили квартиру от ГК Самолет . Дома хорошие обустроенные площадки для детей, новые школы, сады, все- по-современному. И мы с мужем тоже берем у Самолета, почти рядом с родителями в Люберцах.",5,Самолет,Novostroy-m,1
Виолетта,2020-07-28,У нас была цель найти квартиру прагматик класса. Предложение от ГК Самолет в ЖК Остафьево устроило больше остальных. Так что ждем кое-какие доки и сразу едем на оформление.,5,Самолет,Novostroy-m,1
Светлана,2020-07-23,"Мы в Остафьево у этого застройщика берем квартиру, уже даже забронировали. Пока акция, не хотели упускать такой возможности. Мы конечно еще варианты рассматривали, но вернулись к этому, чего переплачивать другим, если здесь дают возможность немного сэкономить.",5,Самолет,Novostroy-m,0
Надя,2020-07-18,"Сейчас такое время, что лучше обращаться к проверенным застройщикам, чтобы потом локти не кусать. У нас и друзья, и знакомые у Самолета покупали на начальном этапе строительства. Мы решили тоже у них брать, тем более и цены нормальные. Нам еще ждать и ждать))) но уже душу греет, что будет свое собственное жилье.",5,Самолет,Novostroy-m,0
Денис,2020-07-15,"Вы им нужны пока не оплатили. Приобрести апартаменты в Раздорах - ЖК Спутник. Оплачивал на этапе строительства в 2018. Здали на полгода позже обещанного. Отделка плохая. Дорогу до перехода на МКАД не сделали. К воде дороги нет. А так обещали. Приехал принимать машиноместо на подземной парковке и не смог въехать. Седаны цепляют дном на въезде, а мой ТАХО по высоте на своё место не проходит. В претензионный отдел позвонить технически не возможно.",2,Самолет,Novostroy-m,-1
Павел,2020-07-14,"Изначально смотрели варианты только у Самолета, потому что компания с долгой историей и уже много раз проверенная как нашими родственниками, так и просто знакомыми. Подходящую квартиру нашли за день буквально, смотрели все описания, съездили на стройку и сразу же забронировали. Сейчас уже живем в квартире и всем довольны.",5,Самолет,Novostroy-m,1
Артем,2020-07-09,"Даже не думали, что сможем так быстро и так выгодно купить квартиру. Рады, что обратились именно в Самолет, так как компании можно доверять и с ней не возникно никаких проблем ни на этапе подбора, ни потом, когда уже оформляли документы. Обратились еще в феврале, хотели двухкомнатную в Люберцах. Нам предложили несколько вариантов в сданных домах и в строящихся. Выбрали уже в сданном доме и с отделкой, так как не хотели платить одновременно и ипотеку, а за аренду, да и просто не потянули бы. Взяли время на подумать, а тут как раз карантин. Думали, что все, зря время потеряли, но нет, они и в карантин работали и даже условия предложили еще более выгодные. Так что нам повезло даже в этом. Ипотека по сниженной ставке, сама квартира со скидкой. Классно. Мы абсолютно довольны.",5,Самолет,Novostroy-m,1
